AU,VA,DE,ES,FR,GB,IT,NDF,NL,PT,US,other
0.001153749,0.002113232,0.002078405,0.005761413,0.014325384,0.005987118,0.008173238,0.6438241,0.001212302,0.000127128,0.266855329,0.048388638
0.001153832,0.002113382,0.002078543,0.005761739,0.014326014,0.005987491,0.008173618,0.643820345,0.001212399,0.000127141,0.266855448,0.048390087
0.001153806,0.002113333,0.0020785,0.005761639,0.014325818,0.005987369,0.008173495,0.643821359,0.001212369,0.000127137,0.266855508,0.048389643
0.001153907,0.002113534,0.002078678,0.005762067,0.014326583,0.00598786,0.008173962,0.643816113,0.001212499,0.000127154,0.266855836,0.048391748
0.001153812,0.002113346,0.002078512,0.005761671,0.014325873,0.005987403,0.008173534,0.643821061,0.001212377,0.000127138,0.266855478,0.04838977
0.001153842,0.002113401,0.002078564,0.005761785,0.014326082,0.005987533,0.008173665,0.64381969,0.001212413,0.000127143,0.266855538,0.048390348
0.00115381,0.002113342,0.002078507,0.005761657,0.014325852,0.005987389,0.008173517,0.643821299,0.001212373,0.000127138,0.266855389,0.048389699
0.001153895,0.002113501,0.002078655,0.005762009,0.014326487,0.005987782,0.008173912,0.643817008,0.001212476,0.000127152,0.266855747,0.048391357
0.001153895,0.002113501,0.002078654,0.005762009,0.01432649,0.005987785,0.008173907,0.643817008,0.001212478,0.000127152,0.266855776,0.048391379
0.001153909,0.002113548,0.002078689,0.0057621,0.014326597,0.005987903,0.008173951,0.643815815,0.001212511,0.000127155,0.266855717,0.048392076
0.001153884,0.00211348,0.002078634,0.005761963,0.014326417,0.005987729,0.008173877,0.643817723,0.001212463,0.000127151,0.266855687,0.04839104
0.00115375,0.002113232,0.002078409,0.005761418,0.014325412,0.005987125,0.008173248,0.643823981,0.001212303,0.000127127,0.266855299,0.048388582
0.001153792,0.002113312,0.002078477,0.00576159,0.014325725,0.005987315,0.008173445,0.643822074,0.001212355,0.000127135,0.266855419,0.048389405
0.001153777,0.002113284,0.002078455,0.005761533,0.014325611,0.005987243,0.008173377,0.643822789,0.001212337,0.000127132,0.266855359,0.048389152
0.001153749,0.002113232,0.002078408,0.005761415,0.014325406,0.005987123,0.008173248,0.643824041,0.001212302,0.000127127,0.266855389,0.048388574
0.00115381,0.002113342,0.002078507,0.00576166,0.014325851,0.005987391,0.008173521,0.643821239,0.001212374,0.000127138,0.266855508,0.048389725
0.001153772,0.002113273,0.002078445,0.005761516,0.014325568,0.005987225,0.008173344,0.643822968,0.001212331,0.000127131,0.266855359,0.048389062
0.001153747,0.002113226,0.002078403,0.005761406,0.014325391,0.005987105,0.008173235,0.64382422,0.001212299,0.000127127,0.266855359,0.04838853
0.001153742,0.002113222,0.002078396,0.005761392,0.014325336,0.00598709,0.008173199,0.643824518,0.001212297,0.000127126,0.266855121,0.048388563
0.001153634,0.002113087,0.002078249,0.005761079,0.014324474,0.005986742,0.008172603,0.643827915,0.001212227,0.000127109,0.266854703,0.048388142
0.001153123,0.00211217,0.002077402,0.005759084,0.014320564,0.005984432,0.008170209,0.643851995,0.001211649,0.000127022,0.266852975,0.048379369
0.001153765,0.002113255,0.002078431,0.005761473,0.014325511,0.005987181,0.008173323,0.643823504,0.001212316,0.00012713,0.266855359,0.048388779
0.001153593,0.002113011,0.002078179,0.005760918,0.01432415,0.005986552,0.008172411,0.643829882,0.00121218,0.000127102,0.266854554,0.048387412
0.00115375,0.002113235,0.002078409,0.005761428,0.014325403,0.005987127,0.008173238,0.643823862,0.001212306,0.000127128,0.266855329,0.048388712
0.001153746,0.002113225,0.002078401,0.005761404,0.014325378,0.005987102,0.008173232,0.643824279,0.001212298,0.000127127,0.266855359,0.048388537
0.001153749,0.002113234,0.002078408,0.005761418,0.014325398,0.005987122,0.008173239,0.643823981,0.001212304,0.000127128,0.26685524,0.048388664
0.001152958,0.002111885,0.002077137,0.00575846,0.014319275,0.005983707,0.008169403,0.643859386,0.001211472,0.000126994,0.266852349,0.048376869
0.001153936,0.00211358,0.002078723,0.005762173,0.014326788,0.00598797,0.008174093,0.6438151,0.001212527,0.000127159,0.266855866,0.048392162
0.001153741,0.002113217,0.002078394,0.005761389,0.014325324,0.005987084,0.008173191,0.643824458,0.001212296,0.000127126,0.26685518,0.048388541
0.001153738,0.002113214,0.002078391,0.005761379,0.014325315,0.005987074,0.008173193,0.643824577,0.001212292,0.000127126,0.266855299,0.048388433
0.001153843,0.002113401,0.002078562,0.005761791,0.014326088,0.005987536,0.008173669,0.64381969,0.001212411,0.000127143,0.266855538,0.048390314
0.001153778,0.002113284,0.002078454,0.005761533,0.014325616,0.005987247,0.008173372,0.64382273,0.001212338,0.000127132,0.266855359,0.048389159
0.00115377,0.00211327,0.002078442,0.005761503,0.014325548,0.005987214,0.008173333,0.643823087,0.001212329,0.000127131,0.266855359,0.048389014
0.001153755,0.002113242,0.002078419,0.005761439,0.014325445,0.005987142,0.00817327,0.643823922,0.00121231,0.000127129,0.26685527,0.048388705
0.001153812,0.002113346,0.002078512,0.005761671,0.014325873,0.005987403,0.008173534,0.643821061,0.001212377,0.000127138,0.266855478,0.04838977
0.001153734,0.002113205,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212286,0.000127125,0.26685521,0.048388358
0.001153738,0.002113212,0.002078391,0.005761376,0.014325313,0.005987071,0.008173189,0.643824577,0.00121229,0.000127126,0.266855299,0.048388418
0.001153809,0.00211334,0.002078505,0.005761654,0.014325844,0.005987386,0.008173517,0.643821299,0.001212373,0.000127138,0.266855419,0.048389699
0.001153787,0.002113302,0.00207847,0.005761573,0.014325682,0.005987293,0.008173421,0.643822312,0.001212348,0.000127134,0.266855419,0.048389323
0.001153734,0.002113203,0.002078382,0.005761359,0.01432528,0.00598705,0.008173165,0.643824816,0.001212285,0.000127125,0.26685521,0.048388354
0.001153423,0.002112707,0.0020779,0.00576025,0.01432286,0.005985789,0.008171611,0.64383775,0.001211988,0.000127073,0.266854078,0.048384529
0.001153899,0.002113504,0.002078655,0.005762012,0.014326508,0.005987783,0.008173931,0.643817067,0.001212477,0.000127153,0.266855717,0.048391294
0.001153837,0.002113392,0.002078552,0.005761765,0.01432605,0.005987515,0.008173639,0.643819809,0.001212406,0.000127142,0.266855627,0.048390206
0.001153729,0.002113195,0.002078373,0.005761333,0.014325235,0.005987029,0.008173144,0.643825054,0.001212281,0.000127124,0.26685515,0.048388273
0.001153852,0.002113506,0.002078624,0.005761978,0.014326102,0.005987793,0.008173567,0.643816948,0.001212502,0.000127146,0.266855419,0.048392598
0.001153751,0.002113238,0.002078413,0.005761433,0.01432541,0.005987132,0.008173246,0.643823862,0.001212306,0.000127128,0.26685524,0.048388734
0.001153748,0.002113234,0.002078408,0.005761418,0.014325392,0.005987117,0.00817324,0.643824041,0.001212305,0.000127128,0.26685521,0.048388682
0.001153741,0.002113217,0.002078395,0.005761383,0.014325337,0.005987084,0.008173207,0.643824458,0.001212293,0.000127126,0.266855299,0.048388459
0.001153815,0.002113349,0.002078516,0.005761677,0.014325886,0.005987411,0.008173545,0.643821001,0.001212379,0.000127138,0.266855448,0.048389792
0.001153749,0.002113232,0.002078407,0.005761423,0.014325392,0.005987123,0.008173233,0.643824041,0.001212306,0.000127127,0.26685527,0.04838869
0.001153734,0.002113203,0.002078382,0.005761359,0.01432528,0.00598705,0.008173165,0.643824816,0.001212285,0.000127125,0.26685521,0.048388354
0.001153744,0.002113222,0.002078398,0.005761396,0.014325357,0.005987096,0.008173225,0.643824279,0.001212296,0.000127126,0.266855389,0.048388511
0.001153809,0.00211334,0.002078506,0.005761656,0.014325845,0.005987388,0.008173517,0.643821239,0.001212373,0.000127138,0.266855448,0.048389718
0.001153749,0.002113231,0.002078407,0.005761415,0.014325405,0.00598712,0.008173245,0.6438241,0.001212302,0.000127127,0.266855389,0.048388571
0.001153734,0.002113205,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212286,0.000127125,0.26685521,0.048388358
0.00115373,0.002113196,0.002078374,0.005761338,0.014325236,0.005987029,0.008173147,0.643824995,0.001212282,0.000127124,0.26685524,0.048388276
0.001153773,0.002113275,0.002078445,0.005761516,0.014325564,0.005987225,0.008173344,0.643822968,0.001212331,0.000127131,0.266855359,0.048389062
0.001153741,0.002113217,0.002078394,0.005761391,0.014325335,0.005987087,0.008173203,0.643824458,0.001212295,0.000127126,0.26685527,0.0483885
0.001153777,0.002113283,0.002078454,0.00576153,0.014325611,0.005987243,0.008173369,0.643822789,0.001212336,0.000127132,0.266855419,0.048389137
0.001153873,0.002113455,0.002078616,0.005761913,0.014326317,0.005987671,0.008173818,0.6438182,0.001212448,0.000127148,0.266855627,0.048390836
0.001153765,0.002113255,0.002078431,0.005761473,0.014325519,0.005987183,0.008173322,0.643823445,0.001212316,0.00012713,0.266855389,0.048388775
0.001153738,0.002113214,0.002078391,0.005761379,0.014325315,0.005987074,0.008173193,0.643824577,0.001212291,0.000127126,0.26685524,0.048388418
0.001153744,0.002113223,0.002078398,0.005761401,0.014325364,0.005987099,0.008173225,0.643824279,0.001212296,0.000127127,0.266855389,0.048388537
0.001153751,0.002113233,0.002078409,0.005761423,0.014325412,0.005987125,0.008173252,0.643823981,0.001212303,0.000127128,0.266855329,0.048388582
0.001153744,0.002113221,0.002078397,0.005761393,0.014325357,0.005987092,0.008173222,0.643824399,0.001212295,0.000127126,0.266855359,0.048388496
0.001153852,0.002113416,0.002078576,0.005761819,0.01432616,0.005987574,0.008173709,0.643819213,0.001212421,0.000127144,0.266855687,0.048390463
0.001153757,0.002113239,0.002078415,0.005761438,0.014325446,0.00598714,0.008173273,0.643823802,0.001212308,0.000127129,0.266855359,0.048388649
0.001153756,0.002113259,0.002078425,0.005761473,0.01432544,0.005987177,0.008173252,0.643823385,0.001212325,0.000127129,0.26685527,0.048389114
0.001153823,0.002113364,0.002078527,0.00576171,0.014325934,0.005987446,0.008173577,0.643820703,0.001212388,0.000127139,0.266855389,0.048389941
0.001153753,0.002113235,0.002078413,0.005761426,0.014325423,0.005987129,0.00817326,0.643824041,0.001212304,0.000127128,0.26685527,0.048388608
0.001153743,0.00211322,0.002078396,0.005761397,0.014325346,0.005987092,0.008173213,0.643824399,0.001212295,0.000127126,0.266855359,0.048388511
0.001153744,0.002113222,0.002078398,0.005761398,0.014325355,0.005987096,0.008173219,0.64382422,0.001212296,0.000127127,0.266855389,0.04838853
0.001153792,0.00211331,0.002078476,0.00576159,0.014325717,0.005987313,0.008173442,0.643822074,0.001212355,0.000127135,0.266855419,0.048389405
0.001153768,0.002113268,0.002078438,0.005761498,0.014325537,0.005987206,0.008173327,0.643823147,0.001212327,0.00012713,0.266855359,0.048388992
0.001153734,0.002113203,0.002078382,0.005761359,0.01432528,0.00598705,0.008173165,0.643824816,0.001212285,0.000127125,0.26685521,0.048388354
0.00115381,0.002113343,0.002078508,0.005761665,0.014325856,0.005987396,0.008173529,0.643821239,0.001212375,0.000127138,0.266855448,0.048389737
0.001153103,0.002112153,0.00207738,0.005759033,0.014320401,0.005984396,0.008170079,0.643852472,0.001211643,0.000127019,0.266852826,0.048379526
0.001153898,0.002113504,0.002078654,0.00576201,0.014326508,0.005987783,0.008173924,0.643817067,0.001212477,0.000127153,0.266855717,0.048391294
0.001153737,0.00211321,0.002078387,0.005761373,0.014325306,0.005987068,0.008173184,0.643824577,0.00121229,0.000127125,0.26685524,0.04838841
0.001153812,0.002113346,0.002078512,0.005761671,0.014325873,0.005987403,0.008173534,0.643821061,0.001212377,0.000127138,0.266855478,0.04838977
0.001153812,0.002113346,0.002078512,0.005761671,0.014325873,0.005987403,0.008173534,0.643821061,0.001212377,0.000127138,0.266855478,0.04838977
0.001153812,0.002113346,0.002078512,0.005761671,0.014325873,0.005987403,0.008173534,0.643821061,0.001212377,0.000127138,0.266855478,0.04838977
0.001153777,0.002113283,0.002078454,0.005761528,0.014325611,0.00598724,0.008173369,0.643822789,0.001212336,0.000127132,0.266855419,0.048389137
0.001153863,0.002113438,0.002078599,0.005761873,0.014326256,0.005987627,0.008173768,0.643818617,0.001212434,0.000127147,0.266855717,0.048390672
0.001153812,0.002113346,0.002078513,0.005761671,0.014325875,0.005987406,0.008173534,0.643821001,0.001212377,0.000127138,0.266855508,0.048389778
0.001153895,0.002113496,0.002078649,0.005761997,0.014326477,0.005987773,0.008173909,0.643817186,0.001212473,0.000127152,0.266855747,0.048391268
0.001153526,0.002112913,0.002078081,0.005760686,0.01432361,0.005986305,0.008172046,0.643832505,0.001212123,0.00012709,0.266854256,0.048386846
0.001153734,0.002113205,0.002078381,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212285,0.000127125,0.26685521,0.048388373
0.001153734,0.002113205,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212286,0.000127125,0.26685521,0.048388358
0.001153759,0.00211325,0.002078423,0.005761458,0.014325466,0.005987167,0.008173282,0.643823624,0.001212316,0.000127129,0.266855299,0.048388831
0.001153801,0.002113326,0.002078493,0.005761622,0.014325785,0.005987353,0.008173483,0.643821716,0.001212363,0.000127136,0.266855478,0.048389543
0.001153787,0.002113301,0.002078469,0.00576157,0.014325682,0.00598729,0.008173414,0.643822312,0.001212346,0.000127134,0.266855419,0.048389308
0.001153736,0.002113207,0.002078384,0.005761364,0.014325289,0.005987058,0.008173168,0.643824756,0.001212288,0.000127125,0.26685518,0.048388399
0.001153894,0.002113496,0.00207865,0.005761997,0.014326477,0.005987773,0.008173914,0.643817186,0.001212473,0.000127152,0.266855747,0.048391268
0.001153794,0.002113313,0.002078479,0.005761594,0.01432573,0.005987321,0.008173448,0.643821955,0.001212355,0.000127135,0.266855448,0.04838942
0.001153748,0.002113232,0.002078407,0.005761423,0.014325391,0.005987119,0.008173232,0.643823981,0.001212304,0.000127127,0.26685524,0.048388686
0.001153764,0.002113251,0.002078429,0.005761466,0.0143255,0.005987172,0.008173312,0.643823564,0.001212314,0.00012713,0.266855299,0.048388761
0.001153826,0.002113383,0.002078541,0.005761748,0.014325968,0.005987495,0.00817358,0.643820107,0.001212405,0.000127141,0.266855538,0.048390348
0.001153867,0.002113446,0.002078605,0.00576189,0.01432628,0.00598765,0.008173793,0.643818438,0.001212441,0.000127147,0.266855627,0.048390765
0.00115383,0.002113399,0.002078552,0.005761777,0.014325981,0.005987533,0.008173582,0.64381963,0.001212415,0.000127141,0.266855597,0.048390601
0.001153826,0.002113373,0.002078535,0.005761726,0.014325975,0.005987469,0.008173596,0.643820405,0.001212394,0.00012714,0.266855538,0.04839002
0.001153751,0.002113233,0.002078409,0.005761423,0.014325412,0.005987125,0.008173252,0.643823981,0.001212303,0.000127128,0.266855329,0.048388582
0.001153875,0.002113457,0.002078618,0.005761915,0.014326334,0.005987679,0.008173824,0.64381814,0.001212449,0.000127148,0.266855627,0.048390843
0.001153813,0.002113347,0.002078515,0.005761677,0.014325871,0.005987406,0.008173537,0.643821001,0.001212379,0.000127138,0.266855508,0.048389792
0.001153788,0.002113305,0.002078471,0.005761574,0.014325694,0.005987297,0.008173428,0.643822193,0.00121235,0.000127134,0.266855419,0.048389338
0.001153857,0.002113427,0.002078589,0.005761847,0.014326219,0.0059876,0.008173749,0.643818915,0.001212428,0.000127146,0.266855597,0.048390545
0.001153744,0.002113223,0.002078397,0.0057614,0.014325361,0.005987095,0.008173223,0.64382416,0.001212296,0.000127127,0.266855419,0.048388518
0.001153878,0.002113468,0.002078625,0.005761933,0.014326358,0.005987697,0.008173841,0.643817961,0.001212454,0.000127149,0.266855687,0.048390944
0.001153743,0.002113218,0.002078394,0.005761388,0.014325346,0.005987086,0.008173211,0.643824399,0.001212294,0.000127126,0.266855359,0.048388477
0.001153852,0.002113423,0.00207858,0.005761835,0.014326167,0.005987588,0.008173715,0.643819094,0.001212426,0.000127145,0.266855657,0.048390567
0.0011539,0.00211354,0.002078676,0.005762072,0.014326507,0.005987883,0.00817388,0.643816113,0.001212509,0.000127153,0.266855627,0.04839218
0.001153734,0.002113204,0.00207838,0.005761359,0.014325274,0.005987048,0.008173165,0.643824875,0.001212286,0.000127125,0.26685518,0.048388351
0.001153758,0.002113248,0.002078422,0.005761456,0.014325459,0.005987162,0.008173279,0.643823624,0.001212315,0.000127129,0.266855299,0.048388831
0.001153761,0.002113245,0.002078422,0.005761453,0.014325479,0.005987154,0.008173295,0.643823743,0.00121231,0.000127129,0.266855389,0.048388667
0.001153774,0.002113278,0.002078448,0.005761518,0.014325581,0.005987233,0.00817336,0.643822968,0.001212334,0.000127132,0.266855359,0.048389096
0.001153766,0.002113257,0.002078432,0.005761473,0.014325524,0.005987184,0.008173323,0.643823504,0.001212316,0.00012713,0.266855359,0.048388779
0.001153831,0.002113381,0.002078542,0.005761739,0.01432601,0.005987488,0.008173615,0.643820345,0.001212398,0.000127141,0.266855478,0.048390087
0.00115375,0.002113237,0.00207841,0.005761425,0.014325403,0.005987127,0.008173246,0.643823862,0.001212306,0.000127128,0.266855329,0.048388701
0.001153737,0.002113212,0.002078389,0.005761373,0.014325306,0.005987071,0.008173184,0.643824577,0.00121229,0.000127126,0.26685524,0.04838841
0.001153746,0.002113231,0.002078403,0.005761411,0.014325371,0.005987112,0.008173226,0.64382416,0.001212302,0.000127127,0.26685527,0.048388641
0.001153733,0.002113203,0.002078378,0.005761354,0.014325268,0.005987045,0.008173157,0.643824875,0.001212284,0.000127125,0.26685521,0.048388351
0.001153609,0.002113076,0.002078222,0.005761038,0.014324241,0.005986716,0.00817242,0.643828154,0.00121223,0.000127105,0.266854614,0.048388597
0.001153747,0.002113226,0.002078403,0.005761406,0.014325383,0.005987105,0.008173235,0.64382422,0.001212299,0.000127127,0.266855359,0.048388541
0.001153736,0.002113207,0.002078384,0.005761363,0.014325292,0.005987057,0.00817317,0.643824697,0.001212288,0.000127125,0.26685521,0.048388384
0.001153761,0.002113246,0.002078423,0.005761454,0.014325475,0.005987155,0.008173296,0.643823802,0.00121231,0.000127129,0.266855359,0.048388671
0.001153761,0.002113244,0.002078421,0.005761454,0.014325475,0.005987152,0.008173292,0.643823802,0.001212309,0.000127129,0.266855359,0.048388664
0.001153903,0.002113518,0.002078671,0.005762038,0.014326538,0.005987825,0.008173941,0.64381659,0.00121249,0.000127154,0.266855747,0.048391569
0.001153811,0.002113343,0.00207851,0.005761666,0.014325861,0.005987398,0.008173523,0.64382112,0.001212375,0.000127138,0.266855508,0.048389751
0.001153746,0.002113228,0.002078402,0.005761409,0.014325371,0.005987114,0.008173228,0.643824279,0.001212302,0.000127127,0.26685518,0.048388626
0.001153798,0.002113319,0.002078485,0.005761608,0.014325747,0.005987331,0.008173463,0.643821895,0.001212359,0.000127135,0.266855419,0.048389476
0.001153748,0.002113227,0.002078404,0.005761409,0.014325384,0.005987108,0.008173236,0.643824279,0.0012123,0.000127127,0.266855329,0.048388544
0.001153763,0.00211326,0.002078431,0.005761478,0.014325505,0.005987188,0.008173302,0.643823385,0.001212322,0.00012713,0.266855359,0.048388921
0.001153747,0.002113225,0.002078402,0.005761404,0.014325378,0.005987102,0.008173232,0.643824279,0.001212299,0.000127127,0.266855359,0.048388537
0.001153823,0.002113366,0.002078529,0.005761712,0.014325939,0.005987451,0.008173579,0.643820643,0.001212391,0.00012714,0.266855568,0.048389971
0.001153837,0.00211339,0.00207855,0.005761766,0.014326053,0.00598751,0.00817364,0.643819928,0.001212404,0.000127142,0.266855538,0.048390195
0.00115383,0.00211338,0.002078541,0.005761737,0.01432601,0.005987485,0.008173615,0.643820345,0.001212398,0.000127141,0.266855508,0.048390064
0.001153876,0.00211349,0.002078633,0.005761968,0.014326325,0.005987752,0.008173784,0.643817425,0.001212475,0.000127149,0.266855597,0.048391599
0.001153619,0.002113013,0.002078199,0.005760937,0.014324391,0.005986566,0.008172605,0.643829823,0.001212169,0.000127105,0.266854823,0.048386782
0.001153896,0.002113502,0.002078656,0.005762009,0.014326492,0.005987785,0.008173907,0.643817008,0.001212477,0.000127152,0.266855776,0.048391379
0.001153912,0.00211355,0.002078688,0.005762105,0.014326596,0.0059879,0.008173961,0.643815756,0.001212512,0.000127155,0.266855836,0.048392057
0.001153847,0.002113495,0.002078615,0.00576195,0.01432606,0.00598777,0.008173539,0.643817186,0.001212495,0.000127145,0.266855359,0.048392512
0.00115374,0.002113217,0.002078393,0.005761386,0.014325329,0.005987081,0.008173203,0.643824458,0.001212293,0.000127126,0.266855329,0.048388444
0.001153912,0.002113547,0.002078688,0.005762098,0.014326601,0.005987895,0.008173971,0.643815875,0.001212511,0.000127155,0.266855717,0.048392009
0.001153753,0.002113234,0.00207841,0.005761423,0.014325419,0.005987128,0.008173255,0.643823981,0.001212304,0.000127128,0.266855299,0.048388593
0.001153815,0.002113351,0.002078519,0.005761682,0.014325884,0.005987414,0.008173544,0.643820941,0.00121238,0.000127139,0.266855478,0.048389819
0.001153734,0.002113205,0.00207838,0.005761363,0.014325274,0.005987048,0.00817317,0.643824875,0.001212286,0.000127125,0.26685521,0.048388351
0.001153749,0.002113234,0.002078409,0.005761421,0.014325392,0.005987123,0.008173245,0.643824041,0.001212304,0.000127128,0.26685527,0.048388682
0.001153774,0.002113277,0.002078449,0.005761518,0.01432558,0.005987232,0.008173355,0.643822908,0.001212334,0.000127132,0.266855329,0.048389103
0.001153878,0.002113473,0.002078628,0.005761942,0.014326361,0.00598771,0.008173832,0.643817782,0.00121246,0.000127149,0.266855717,0.048391085
0.001153744,0.002113222,0.002078398,0.005761398,0.014325355,0.005987096,0.008173219,0.64382422,0.001212296,0.000127127,0.266855389,0.04838853
0.001153758,0.00211325,0.002078423,0.005761458,0.014325468,0.005987164,0.008173278,0.643823564,0.001212316,0.000127129,0.266855299,0.048388828
0.001153814,0.002113349,0.002078517,0.005761678,0.014325874,0.00598741,0.008173538,0.64382112,0.001212378,0.000127138,0.266855448,0.048389785
0.001153284,0.002112468,0.002077672,0.005759722,0.014321784,0.005985184,0.00817094,0.643844187,0.001211838,0.000127049,0.266853511,0.04838236
0.001153812,0.002113346,0.002078513,0.005761671,0.014325871,0.005987406,0.008173534,0.643821001,0.001212377,0.000127138,0.266855508,0.048389778
0.001153734,0.002113205,0.002078382,0.005761359,0.014325282,0.005987051,0.008173165,0.643824875,0.001212285,0.000127125,0.26685521,0.048388358
0.001153743,0.002113221,0.002078396,0.005761396,0.01432535,0.005987091,0.00817322,0.643824279,0.001212296,0.000127126,0.266855389,0.048388511
0.001153735,0.002113206,0.002078383,0.005761361,0.014325285,0.005987052,0.008173171,0.643824756,0.001212287,0.000127125,0.26685524,0.048388373
0.001153812,0.002113346,0.002078514,0.005761671,0.014325873,0.005987403,0.008173534,0.643821061,0.001212377,0.000127138,0.266855478,0.04838977
0.001153748,0.002113232,0.002078408,0.005761418,0.014325392,0.00598712,0.008173237,0.643824041,0.001212304,0.000127127,0.26685527,0.048388682
0.001153911,0.002113533,0.002078681,0.005762076,0.014326594,0.005987862,0.008173984,0.643816292,0.001212498,0.000127155,0.266855776,0.048391696
0.001153735,0.002113205,0.002078383,0.005761361,0.014325285,0.005987052,0.008173168,0.643824756,0.001212287,0.000127125,0.26685524,0.048388366
0.001153769,0.002113269,0.002078442,0.005761503,0.014325546,0.005987211,0.008173337,0.643823087,0.001212329,0.000127131,0.266855329,0.048389014
0.001153799,0.002113322,0.002078489,0.005761618,0.014325768,0.005987339,0.008173469,0.643821836,0.001212362,0.000127136,0.266855419,0.048389502
0.001153898,0.0021135,0.002078652,0.005762004,0.0143265,0.005987778,0.008173924,0.643817127,0.001212475,0.000127152,0.266855747,0.04839129
0.00115375,0.002113236,0.002078411,0.005761428,0.014325404,0.005987128,0.008173243,0.643823922,0.001212307,0.000127128,0.26685524,0.048388716
0.001153765,0.002113262,0.002078433,0.005761483,0.014325508,0.005987191,0.00817331,0.643823385,0.001212324,0.00012713,0.266855329,0.048388928
0.001153746,0.002113226,0.002078402,0.005761403,0.014325377,0.005987102,0.008173231,0.64382422,0.001212297,0.000127127,0.266855389,0.04838853
0.001153906,0.002113537,0.002078679,0.005762078,0.014326562,0.005987869,0.00817394,0.643816173,0.001212505,0.000127154,0.266855717,0.048391916
0.001153735,0.002113207,0.002078382,0.005761364,0.014325287,0.005987056,0.008173172,0.643824816,0.001212287,0.000127125,0.26685521,0.048388369
0.001153742,0.002113219,0.002078394,0.005761388,0.014325342,0.005987086,0.008173213,0.643824399,0.001212294,0.000127126,0.266855359,0.048388477
0.001153891,0.002113491,0.002078645,0.005761992,0.014326464,0.005987759,0.008173899,0.643817246,0.00121247,0.000127152,0.266855717,0.048391242
0.001153655,0.002113116,0.002078278,0.005761138,0.014324615,0.005986821,0.008172699,0.64382714,0.001212245,0.000127112,0.266854703,0.048388373
0.001153765,0.002113255,0.002078431,0.005761473,0.014325511,0.005987181,0.008173323,0.643823504,0.001212316,0.00012713,0.266855359,0.048388764
0.001153901,0.002113526,0.002078672,0.005762058,0.014326533,0.005987845,0.008173927,0.643816352,0.001212495,0.000127153,0.266855747,0.048391767
0.001153755,0.002113244,0.002078418,0.005761445,0.014325442,0.005987153,0.008173266,0.643823624,0.00121231,0.000127129,0.266855419,0.048388798
0.001153814,0.002113349,0.002078515,0.005761674,0.01432587,0.00598741,0.008173534,0.643821061,0.001212378,0.000127138,0.266855448,0.048389781
0.00115382,0.002113359,0.002078522,0.005761698,0.014325911,0.005987425,0.008173567,0.643820941,0.001212384,0.000127139,0.266855419,0.048389852
0.001153882,0.002113477,0.002078631,0.005761955,0.014326387,0.005987727,0.008173855,0.643817782,0.00121246,0.00012715,0.266855657,0.048391093
0.001153821,0.002113359,0.002078522,0.005761696,0.014325915,0.00598743,0.008173566,0.643820822,0.001212385,0.000127139,0.266855419,0.048389867
0.001153747,0.002113231,0.002078406,0.005761415,0.014325388,0.005987118,0.008173233,0.6438241,0.001212305,0.000127127,0.26685527,0.048388686
0.00115375,0.002113232,0.002078406,0.005761418,0.014325393,0.00598712,0.008173241,0.6438241,0.001212302,0.000127127,0.266855299,0.048388626
0.001153736,0.002113207,0.002078384,0.005761369,0.014325294,0.005987057,0.008173175,0.643824697,0.001212289,0.000127125,0.26685524,0.048388403
0.001153748,0.002113231,0.002078403,0.005761408,0.014325381,0.005987112,0.008173234,0.64382416,0.001212301,0.000127127,0.26685527,0.048388608
0.001153814,0.002113349,0.002078515,0.005761674,0.01432587,0.00598741,0.008173534,0.643821061,0.001212378,0.000127138,0.266855448,0.048389781
0.001153735,0.002113207,0.002078382,0.005761364,0.014325285,0.005987055,0.008173176,0.643824756,0.001212287,0.000127125,0.26685524,0.048388366
0.001153845,0.002113409,0.002078568,0.0057618,0.01432611,0.005987548,0.008173681,0.643819451,0.001212415,0.000127144,0.266855627,0.0483904
0.001153878,0.002113464,0.002078622,0.005761934,0.014326364,0.005987694,0.008173841,0.643817902,0.001212453,0.000127149,0.266855776,0.048390914
0.001153745,0.002113225,0.002078399,0.005761405,0.014325351,0.005987103,0.008173221,0.643824339,0.0012123,0.000127127,0.266855299,0.048388589
0.001153735,0.002113206,0.002078384,0.005761363,0.014325284,0.005987055,0.00817317,0.643824697,0.001212288,0.000127125,0.26685524,0.048388384
0.001153856,0.002113429,0.002078589,0.005761852,0.014326193,0.005987606,0.008173732,0.643818855,0.001212429,0.000127145,0.266855657,0.048390623
0.001153741,0.002113219,0.002078395,0.005761389,0.014325324,0.005987087,0.008173196,0.643824458,0.001212296,0.000127126,0.26685518,0.048388548
0.001153799,0.002113321,0.002078488,0.005761618,0.014325764,0.005987342,0.008173474,0.643821836,0.001212361,0.000127136,0.266855448,0.048389502
0.001153744,0.002113227,0.002078399,0.005761401,0.014325357,0.005987099,0.008173216,0.643824279,0.0012123,0.000127127,0.266855299,0.048388604
